,MovieID,Title,Genre
676,2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi
677,2640,Superman (1978),Action|Adventure|Sci-Fi
678,2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
679,2662,"War of the Worlds, The (1953)",Action|Sci-Fi|War
680,2693,Trekkies (1997),Documentary
681,2716,Ghostbusters (1984),Comedy|Horror
682,2717,Ghostbusters II (1989),Comedy|Horror
683,2746,Little Shop of Horrors (1986),Comedy|Horror|Musical
685,2770,Bowfinger (1999),Comedy
687,2795,Vacation (1983),Comedy
690,2826,"13th Warrior, The (1999)",Action|Horror|Thriller
692,2863,"Hard Day's Night, A (1964)",Comedy|Musical
693,2872,Excalibur (1981),Action|Drama|Fantasy|Romance
694,2874,"Pajama Game, The (1957)",Comedy
696,2946,Help! (1965),Comedy|Musical
697,2948,From Russia with Love (1963),Action
699,2967,"Bad Seed, The (1956)",Drama|Thriller
700,2968,Time Bandits (1981),Adventure|Fantasy|Sci-Fi
701,2997,Being John Malkovich (1999),Comedy
702,3034,Robin Hood (1973),Animation|Children's
703,3035,Mister Roberts (1955),Comedy|Drama|War
704,3037,Little Big Man (1970),Comedy|Drama|Western
705,3039,Trading Places (1983),Comedy
706,3066,Tora! Tora! Tora! (1970),War
708,3086,March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934),Comedy
709,3087,Scrooged (1988),Comedy
710,3095,"Grapes of Wrath, The (1940)",Drama
711,3097,"Shop Around the Corner, The (1940)",Comedy|Romance
712,3099,Shampoo (1975),Comedy|Romance
713,3100,"River Runs Through It, A (1992)",Drama
714,3108,"Fisher King, The (1991)",Comedy|Drama|Romance
716,3153,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy
718,3174,Man on the Moon (1999),Comedy|Drama
719,3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
720,3189,My Dog Skip (1999),Comedy
721,3194,"Way We Were, The (1973)",Drama
722,3198,Papillon (1973),Drama
723,3247,Sister Act (1992),Comedy|Crime
725,3254,Wayne's World 2 (1993),Comedy
728,3264,Buffy the Vampire Slayer (1992),Comedy|Horror
729,3296,To Sir with Love (1967),Drama
730,3309,"Dog's Life, A (1920)",Comedy
731,3347,Never Cry Wolf (1983),Drama
732,3358,Defending Your Life (1991),Comedy|Romance
733,3359,Breaking Away (1979),Drama
734,3363,American Graffiti (1973),Comedy|Drama
736,3388,Harry and the Hendersons (1987),Comedy
738,3438,Teenage Mutant Ninja Turtles (1990),Action|Children's|Fantasy
739,3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children's|Fantasy
740,3447,"Good Earth, The (1937)",Drama
741,3451,Guess Who's Coming to Dinner (1967),Comedy|Drama
742,3466,Heart and Souls (1993),Comedy|Fantasy
743,3471,Close Encounters of the Third Kind (1977),Drama|Sci-Fi
745,3489,Hook (1991),Adventure|Fantasy
748,3525,Bachelor Party (1984),Comedy
749,3591,Mr. Mom (1983),Comedy|Drama
750,3593,Battlefield Earth (2000),Action|Sci-Fi
751,3608,Pee-wee's Big Adventure (1985),Comedy
752,3629,"Gold Rush, The (1925)",Comedy
753,3668,Romeo and Juliet (1968),Drama|Romance
754,3671,Blazing Saddles (1974),Comedy|Western
755,3675,White Christmas (1954),Musical
756,3688,Porky's (1981),Comedy
758,3701,Alien Nation (1988),Crime|Drama|Sci-Fi
759,3702,Mad Max (1979),Action|Sci-Fi
760,3703,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi
761,3704,Mad Max Beyond Thunderdome (1985),Action|Sci-Fi
762,3723,Hamlet (1990),Drama
764,3809,What About Bob? (1991),Comedy
765,3812,Everything You Always Wanted to Know About Sex (1972),Comedy
766,3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Comedy
767,3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy
768,3928,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror
772,10,GoldenEye (1995),Action|Adventure|Thriller
774,26,Othello (1995),Drama
775,29,"City of Lost Children, The (1995)",Adventure|Sci-Fi
777,44,Mortal Kombat (1995),Action|Adventure
781,86,White Squall (1996),Adventure|Drama
782,95,Broken Arrow (1996),Action|Thriller
785,158,Casper (1995),Adventure|Children's
787,168,First Knight (1995),Action|Adventure|Drama|Romance
789,222,Circle of Friends (1995),Drama|Romance
790,232,Eat Drink Man Woman (1994),Comedy|Drama
791,249,Immortal Beloved (1994),Drama|Romance
793,261,Little Women (1994),Drama
794,262,"Little Princess, A (1995)",Children's|Drama
797,291,Poison Ivy II (1995),Thriller
800,302,Queen Margot (La Reine Margot) (1994),Drama|Romance
801,313,"Swan Princess, The (1994)",Animation|Children's
802,327,Tank Girl (1995),Action|Comedy|Musical|Sci-Fi
803,353,"Crow, The (1994)",Action|Romance|Thriller
808,380,True Lies (1994),Action|Adventure|Comedy|Romance
809,405,Highlander III: The Sorcerer (1994),Action|Sci-Fi
811,421,Black Beauty (1994),Adventure|Children's
812,434,Cliffhanger (1993),Action|Adventure|Crime
814,466,Hot Shots! Part Deux (1993),Action|Comedy|War
815,475,In the Name of the Father (1993),Drama
816,485,Last Action Hero (1993),Action|Comedy
817,493,Menace II Society (1993),Action|Crime|Drama
820,532,Serial Mom (1994),Comedy|Crime|Horror
821,546,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi
823,552,"Three Musketeers, The (1993)",Action|Adventure|Comedy
833,616,"Aristocats, The (1970)",Animation|Children's
836,736,Twister (1996),Action|Adventure|Romance|Thriller
837,737,Barb Wire (1996),Action|Sci-Fi
843,839,"Crow: City of Angels, The (1996)",Action|Thriller
847,940,"Adventures of Robin Hood, The (1938)",Action|Adventure
849,1005,D3: The Mighty Ducks (1996),Children's|Comedy
850,1013,"Parent Trap, The (1961)",Children's|Drama
856,1033,"Fox and the Hound, The (1981)",Animation|Children's
857,1036,Die Hard (1988),Action|Thriller
858,1049,"Ghost and the Darkness, The (1996)",Action|Adventure
859,1064,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy
862,1094,"Crying Game, The (1992)",Drama|Romance|War
864,1126,Drop Dead Fred (1991),Comedy|Fantasy
865,1185,My Left Foot (1989),Drama
866,1186,"Sex, Lies, and Videotape (1989)",Drama
878,1242,Glory (1989),Action|Drama|War
883,1275,Highlander (1986),Action|Adventure
886,1344,Cape Fear (1962),Film-Noir|Thriller
888,1367,101 Dalmatians (1996),Children's|Comedy
890,1378,Young Guns (1988),Action|Comedy|Western
891,1379,Young Guns II (1990),Action|Comedy|Western
893,1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War
894,1396,Sneakers (1992),Crime|Drama|Sci-Fi
897,1499,Anaconda (1997),Action|Adventure|Thriller
899,1527,"Fifth Element, The (1997)",Action|Sci-Fi
902,1562,Batman & Robin (1997),Action|Adventure|Crime
904,1587,Conan the Barbarian (1982),Action|Adventure
905,1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
906,1606,Kull the Conqueror (1997),Action|Adventure
908,1635,"Ice Storm, The (1997)",Drama
910,1643,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Drama|Romance
915,1683,"Wings of the Dove, The (1997)",Drama|Romance|Thriller
918,1702,Flubber (1997),Children's|Comedy|Fantasy
921,1732,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller
922,1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children's
925,1804,"Newton Boys, The (1998)",Crime|Drama
926,1805,Wild Things (1998),Crime|Drama|Mystery|Thriller
927,1873,"Mis�rables, Les (1998)",Drama
928,1876,Deep Impact (1998),Action|Drama|Sci-Fi|Thriller
929,1882,Godzilla (1998),Action|Sci-Fi
933,1956,Ordinary People (1980),Drama
934,1960,"Last Emperor, The (1987)",Drama|War
937,1968,"Breakfast Club, The (1985)",Comedy|Drama
943,2014,Freaky Friday (1977),Children's|Comedy
945,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
946,2020,Dangerous Liaisons (1988),Drama|Romance
948,2025,Lolita (1997),Drama|Romance
950,2042,D2: The Mighty Ducks (1994),Children's|Comedy
951,2052,Hocus Pocus (1993),Children's|Comedy
953,2076,Blue Velvet (1986),Drama|Mystery
958,2083,"Muppet Christmas Carol, The (1992)",Children's|Musical
959,2085,101 Dalmatians (1961),Animation|Children's
961,2089,"Rescuers Down Under, The (1990)",Animation|Children's
968,2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi
969,2123,All Dogs Go to Heaven (1989),Animation|Children's
972,2139,"Secret of NIMH, The (1982)",Animation|Children's
974,2141,"American Tail, An (1986)",Animation|Children's|Comedy
975,2142,"American Tail: Fievel Goes West, An (1991)",Animation|Children's|Comedy
976,2143,Legend (1985),Adventure|Fantasy|Romance
977,2145,Pretty in Pink (1986),Comedy|Drama|Romance
978,2153,"Avengers, The (1998)",Action|Adventure
980,2167,Blade (1998),Action|Adventure|Horror
982,2194,"Untouchables, The (1987)",Action|Crime|Drama
983,2248,Say Anything... (1989),Comedy|Drama|Romance
984,2253,Toys (1992),Action|Comedy|Fantasy
990,2348,Sid and Nancy (1986),Drama
992,2370,"Emerald Forest, The (1985)",Action|Adventure|Drama
993,2373,Red Sonja (1985),Action|Adventure
995,2384,Babe: Pig in the City (1998),Children's|Comedy
996,2391,"Simple Plan, A (1998)",Crime|Thriller
997,2394,"Prince of Egypt, The (1998)",Animation|Musical
998,2402,Rambo: First Blood Part II (1985),Action|War
999,2404,Rambo III (1988),Action|War
1000,2414,Young Sherlock Holmes (1985),Action|Adventure|Mystery
1001,2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
1002,2422,"Karate Kid III, The (1989)",Action|Adventure|Drama
1003,2450,Howard the Duck (1986),Adventure|Children's|Sci-Fi
1005,2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
1006,2573,Tango (1998),Drama
1007,2616,Dick Tracy (1990),Action|Crime
1012,2701,Wild Wild West (1999),Action|Sci-Fi|Western
1013,2718,Drop Dead Gorgeous (1999),Comedy
1014,2723,Mystery Men (1999),Action|Adventure|Comedy
1015,2735,"Golden Child, The (1986)",Action|Adventure|Comedy
1016,2739,"Color Purple, The (1985)",Drama
1017,2763,"Thomas Crown Affair, The (1999)",Action|Thriller
1018,2764,"Thomas Crown Affair, The (1968)",Crime|Drama|Thriller
1020,2807,Universal Soldier: The Return (1999),Action|Sci-Fi
1024,2893,Plunkett & MaCleane (1999),Action|Drama
1026,2947,Goldfinger (1964),Action
1028,2951,"Fistful of Dollars, A (1964)",Action|Western
1029,2953,Home Alone 2: Lost in New York (1992),Children's|Comedy
1031,2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir
1032,2989,For Your Eyes Only (1981),Action
1033,2993,Thunderball (1965),Action
1042,3269,Forever Young (1992),Adventure|Romance|Sci-Fi
1043,3396,"Muppet Movie, The (1979)",Children's|Comedy
1044,3397,"Great Muppet Caper, The (1981)",Children's|Comedy
1045,3398,"Muppets Take Manhattan, The (1984)",Children's|Comedy
1046,3399,Sesame Street Presents Follow That Bird (1985),Children's|Comedy
1050,3440,Teenage Mutant Ninja Turtles III (1993),Action|Children's|Fantasy
1051,3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War
1052,3461,Lord of the Flies (1963),Adventure|Drama|Thriller
1053,3479,Ladyhawke (1985),Adventure|Fantasy|Romance
1055,3494,True Grit (1969),Adventure|Western
1056,3526,Parenthood (1989),Comedy|Drama
1057,3527,Predator (1987),Action|Sci-Fi|Thriller
1060,3633,On Her Majesty's Secret Service (1969),Action
1061,3635,"Spy Who Loved Me, The (1977)",Action
1062,3639,"Man with the Golden Gun, The (1974)",Action
1064,3698,"Running Man, The (1987)",Action|Adventure|Sci-Fi
1067,3705,Bird on a Wire (1990),Action|Adventure|Romance|Thriller
1072,3877,Supergirl (1984),Action|Adventure|Fantasy
1073,3889,Highlander: Endgame (2000),Action|Adventure|Fantasy
1074,3911,Best in Show (2000),Comedy
1081,76,Screamers (1995),Sci-Fi|Thriller
1084,165,Die Hard: With a Vengeance (1995),Action|Thriller
1085,198,Strange Days (1995),Action|Crime|Sci-Fi
1090,330,Tales from the Hood (1995),Comedy|Horror
1097,420,Beverly Hills Cop III (1994),Action|Comedy
1112,785,Kingpin (1996),Comedy
1113,842,Tales from the Crypt Presents: Bordello of Blood (1996),Horror
1115,879,"Relic, The (1997)",Horror
1124,1090,Platoon (1986),Drama|War
1134,1206,"Clockwork Orange, A (1971)",Sci-Fi
1138,1219,Psycho (1960),Horror|Thriller
1142,1258,"Shining, The (1980)",Horror
1144,1261,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror
1145,1262,"Great Escape, The (1963)",Adventure|War
1153,1301,Forbidden Planet (1956),Sci-Fi
1155,1321,"American Werewolf in London, An (1981)",Horror
1156,1327,"Amityville Horror, The (1979)",Horror
1157,1334,"Blob, The (1958)",Horror|Sci-Fi
1159,1340,Bride of Frankenstein (1935),Horror
1161,1350,"Omen, The (1976)",Horror
1163,1370,Die Hard 2 (1990),Action|Thriller
1166,1373,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi
1171,1407,Scream (1996),Horror|Thriller
1172,1431,Beverly Hills Ninja (1997),Action|Comedy
1178,1597,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller
1179,1608,Air Force One (1997),Action|Thriller
1180,1610,"Hunt for Red October, The (1990)",Action|Thriller
1181,1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
1182,1645,"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller
1183,1650,Washington Square (1997),Drama
1184,1655,Phantoms (1998),Horror
1186,1717,Scream 2 (1997),Horror|Thriller
1187,1722,Tomorrow Never Dies (1997),Action|Romance|Thriller
1188,1753,Half Baked (1998),Comedy
1190,1772,Blues Brothers 2000 (1998),Action|Comedy|Musical
1191,1792,U.S. Marshalls (1998),Action|Thriller
1192,1909,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
1193,1911,Doctor Dolittle (1998),Comedy
1196,1974,Friday the 13th (1980),Horror
1197,1982,Halloween (1978),Horror
1198,1994,Poltergeist (1982),Horror|Thriller
1199,1997,"Exorcist, The (1973)",Horror
1203,2004,Gremlins 2: The New Batch (1990),Comedy|Horror
1206,2064,Roger & Me (1989),Comedy|Documentary
1215,2103,Tall Tale (1994),Adventure|Children's
1219,2160,Rosemary's Baby (1968),Horror|Thriller
1220,2195,Dirty Work (1998),Comedy
1221,2296,"Night at the Roxbury, A (1998)",Comedy
1225,2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
1226,2353,Enemy of the State (1998),Action|Thriller
1228,2366,King Kong (1933),Action|Adventure|Horror
1229,2367,King Kong (1976),Action|Adventure|Horror
1230,2376,"View to a Kill, A (1985)",Action
1235,2428,"Faculty, The (1998)",Horror|Sci-Fi
1236,2454,"Fly, The (1958)",Horror|Sci-Fi
1237,2455,"Fly, The (1986)",Horror|Sci-Fi
1239,2502,Office Space (1999),Comedy|Romance
1240,2527,Westworld (1973),Action|Sci-Fi|Thriller|Western
1242,2568,"Mod Squad, The (1999)",Action|Crime
1244,2574,"Out-of-Towners, The (1999)",Comedy
1249,2633,"Mummy, The (1932)",Horror|Romance
1250,2638,"Mummy's Tomb, The (1942)",Horror
1252,2644,Dracula (1931),Horror
1253,2646,House of Dracula (1945),Horror
1254,2647,House of Frankenstein (1944),Horror
1255,2648,Frankenstein (1931),Horror
1256,2649,Son of Frankenstein (1939),Horror
1257,2653,Son of Dracula (1943),Horror
1259,2683,Austin Powers: The Spy Who Shagged Me (1999),Comedy
1262,2694,Big Daddy (1999),Comedy
1264,2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
1265,2707,Arlington Road (1999),Thriller
1266,2710,"Blair Witch Project, The (1999)",Horror
1267,2713,Lake Placid (1999),Horror|Thriller
1270,2719,"Haunting, The (1999)",Horror|Thriller
1271,2720,Inspector Gadget (1999),Action|Adventure|Children's|Comedy
1273,2761,"Iron Giant, The (1999)",Animation|Children's
1276,2782,Pit and the Pendulum (1961),Horror
1277,2789,Damien: Omen II (1978),Horror
1278,2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror
1279,2836,Outside Providence (1999),Comedy
1280,2841,Stir of Echoes (1999),Thriller
1282,2860,Blue Streak (1999),Comedy
1283,2888,Drive Me Crazy (1999),Comedy|Romance
1287,2949,Dr. No (1962),Action
1289,2976,Bringing Out the Dead (1999),Drama|Horror
1292,2990,Licence to Kill (1989),Action
1293,2991,Live and Let Die (1973),Action
1295,3081,Sleepy Hollow (1999),Horror|Romance
1296,3082,"World Is Not Enough, The (1999)",Action|Thriller
1300,3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
1301,3208,Loaded Weapon 1 (1993),Action|Comedy
1304,3273,Scream 3 (2000),Horror|Mystery|Thriller
1305,3325,"Next Best Thing, The (2000)",Comedy|Drama
1306,3409,Final Destination (2000),Drama|Thriller
1307,3421,Animal House (1978),Comedy
1312,3552,Caddyshack (1980),Comedy
1313,3596,Screwed (2000),Comedy
1318,3638,Moonraker (1979),Action|Romance|Sci-Fi
1322,3744,Shaft (2000),Action|Crime
1323,3752,"Me, Myself and Irene (2000)",Comedy
1325,3863,"Cell, The (2000)",Sci-Fi|Thriller
1328,3930,"Creature From the Black Lagoon, The (1954)",Horror
1331,585,"Brady Bunch Movie, The (1995)",Comedy
1344,2800,Little Nemo: Adventures in Slumberland (1992),Animation|Children's
1346,3000,"Princess Mononoke, The (Mononoke Hime) (1997)",Action|Adventure|Animation
1347,3053,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War
1348,3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy
1350,3745,Titan A.E. (2000),Adventure|Animation|Sci-Fi
1351,3774,House Party 2 (1991),Comedy
1354,6,Heat (1995),Action|Crime|Thriller
1355,11,"American President, The (1995)",Comedy|Drama|Romance
1357,21,Get Shorty (1995),Action|Comedy|Drama
1362,45,To Die For (1995),Comedy|Drama
1365,52,Mighty Aphrodite (1995),Comedy
1366,60,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy
1367,70,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller
1370,125,Flirting With Disaster (1996),Comedy
1373,187,Party Girl (1995),Comedy
1374,196,Species (1995),Horror|Sci-Fi
1376,235,Ed Wood (1994),Comedy|Drama
1378,293,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller
1382,319,Shallow Grave (1994),Thriller
1385,348,Bullets Over Broadway (1994),Comedy
1389,431,Carlito's Way (1993),Crime|Drama
1391,442,Demolition Man (1993),Action|Sci-Fi
1395,521,Romeo Is Bleeding (1993),Crime|Thriller
1399,556,"War Room, The (1993)",Documentary
1405,610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
1407,659,Purple Noon (1960),Crime|Thriller
1410,674,Barbarella (1968),Adventure|Sci-Fi
1413,748,"Arrival, The (1996)",Action|Sci-Fi|Thriller
1416,788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
1418,866,Bound (1996),Crime|Drama|Romance|Thriller
1419,903,Vertigo (1958),Mystery|Thriller
1422,911,Charade (1963),Comedy|Mystery|Romance|Thriller
1425,951,His Girl Friday (1940),Comedy
1426,968,Night of the Living Dead (1968),Horror|Sci-Fi
1432,1077,Sleeper (1973),Comedy|Sci-Fi
1439,1171,Bob Roberts (1992),Comedy
1440,1179,"Grifters, The (1990)",Crime|Drama|Film-Noir
1442,1189,"Thin Blue Line, The (1988)",Documentary
1444,1199,Brazil (1985),Sci-Fi
1448,1212,"Third Man, The (1949)",Mystery|Thriller
1452,1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller
1455,1222,Full Metal Jacket (1987),Action|Drama|War
1457,1227,Once Upon a Time in America (1984),Crime|Drama|Thriller
1461,1248,Touch of Evil (1958),Crime|Film-Noir|Thriller
1462,1249,Nikita (La Femme Nikita) (1990),Thriller
1466,1267,"Manchurian Candidate, The (1962)",Film-Noir|Thriller
1469,1306,Until the End of the World (Bis ans Ende der Welt) (1991),Drama|Sci-Fi
1470,1313,Mad Dog Time (1996),Crime
1477,1388,Jaws 2 (1978),Action|Horror
1489,1625,"Game, The (1997)",Mystery|Thriller
1495,1729,Jackie Brown (1997),Crime|Drama
1496,1747,Wag the Dog (1997),Comedy|Drama
1497,1748,Dark City (1998),Film-Noir|Sci-Fi|Thriller
1500,1845,Zero Effect (1998),Comedy|Thriller
1502,1885,"Opposite of Sex, The (1998)",Comedy|Drama
1505,1953,"French Connection, The (1971)",Action|Crime|Drama|Thriller
1506,1958,Terms of Endearment (1983),Comedy|Drama
1507,1965,Repo Man (1984),Comedy|Sci-Fi
1523,2117,Nineteen Eighty-Four (1984),Drama|Sci-Fi
1524,2118,"Dead Zone, The (1983)",Horror|Thriller
1525,2119,Maximum Overdrive (1986),Horror
1527,2148,House (1986),Comedy|Horror
1528,2149,House II: The Second Story (1987),Comedy|Horror
1531,2176,Rope (1948),Thriller
1533,2202,Lifeboat (1944),Drama|Thriller|War
1534,2241,Class (1983),Comedy
1536,2259,Blame It on Rio (1984),Comedy|Romance
1539,2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
1540,2289,"Player, The (1992)",Comedy|Drama
1541,2311,2010 (1984),Mystery|Sci-Fi
1542,2322,Soldier (1998),Action|Adventure|Sci-Fi|Thriller|War
1545,2390,Little Voice (1998),Comedy
1548,2395,Rushmore (1998),Comedy
1551,2409,Rocky II (1979),Action|Drama
1552,2410,Rocky III (1982),Action|Drama
1553,2411,Rocky IV (1985),Action|Drama
1554,2419,Extremities (1986),Drama|Thriller
1558,2511,"Long Goodbye, The (1973)",Crime
1560,2528,Logan's Run (1976),Action|Adventure|Sci-Fi
1563,2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi
1565,2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller
1566,2554,Children of the Damned (1963),Horror|Sci-Fi|Thriller
1573,2641,Superman II (1980),Action|Adventure|Sci-Fi
1574,2642,Superman III (1983),Action|Adventure|Sci-Fi
1575,2643,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi
1580,2722,Deep Blue Sea (1999),Action|Sci-Fi|Thriller
1581,2726,"Killing, The (1956)",Crime|Film-Noir
1585,2808,Universal Soldier (1992),Action|Sci-Fi
1587,2871,Deliverance (1972),Adventure|Thriller
1589,2901,Phantasm (1979),Horror|Sci-Fi
1590,2912,"Limey, The (1999)",Action|Crime|Drama
1592,2917,Body Heat (1981),Crime|Thriller
1594,2952,"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)",Crime|Thriller
1596,2973,Crimes and Misdemeanors (1989),Comedy
1597,2985,Robocop (1987),Action|Crime|Sci-Fi
1600,3032,"Omega Man, The (1971)",Sci-Fi
1601,3044,Dead Again (1991),Mystery|Romance|Thriller
1602,3052,Dogma (1999),Comedy
1603,3070,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi
1604,3101,Fatal Attraction (1987),Thriller
1605,3104,Midnight Run (1988),Action|Adventure|Comedy|Crime
1612,3266,Man Bites Dog (C'est arriv� pr�s de chez vous) (1992),Action|Comedy|Crime|Drama
1613,3300,Pitch Black (2000),Action|Sci-Fi
1614,3338,For All Mankind (1989),Documentary
1617,3420,...And Justice for All (1979),Drama|Thriller
1618,3435,Double Indemnity (1944),Crime|Film-Noir
1620,3474,Retroactive (1997),Sci-Fi|Thriller
1623,3503,Solaris (Solyaris) (1972),Drama|Sci-Fi
1624,3505,No Way Out (1987),Thriller
1625,3507,"Odd Couple, The (1968)",Comedy
1627,3521,Mystery Train (1989),Comedy|Crime|Drama
1630,3551,Marathon Man (1976),Thriller
1631,3556,"Virgin Suicides, The (1999)",Comedy|Drama
1632,3576,"Hidden, The (1987)",Action|Horror|Sci-Fi
1634,3618,Small Time Crooks (2000),Comedy
1636,3634,Seven Days in May (1964),Thriller
1640,3700,"Brother from Another Planet, The (1984)",Drama|Sci-Fi
1644,3708,Firestarter (1984),Horror|Thriller
1645,3740,Big Trouble in Little China (1986),Action|Comedy
1646,3741,Badlands (1973),Crime|Drama
1648,3763,F/X (1986),Action|Crime|Thriller
1649,3770,Dreamscape (1984),Adventure|Crime|Sci-Fi|Thriller
1650,3786,But I'm a Cheerleader (1999),Comedy
1654,3920,"Faraway, So Close (In Weiter Ferne, So Nah!) (1993)",Drama|Fantasy
1655,3952,"Contender, The (2000)",Drama|Thriller
1657,3,Grumpier Old Men (1995),Comedy|Romance
1659,5,Father of the Bride Part II (1995),Comedy
1663,38,It Takes Two (1995),Comedy
1668,64,Two if by Sea (1996),Comedy|Romance
1669,74,Bed of Roses (1996),Drama|Romance
1670,94,Beautiful Girls (1996),Drama
1673,118,If Lucy Fell (1996),Comedy|Romance
1674,122,Boomerang (1992),Comedy|Romance
1676,135,Down Periscope (1996),Comedy
1677,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi
1680,185,"Net, The (1995)",Sci-Fi|Thriller
1681,195,Something to Talk About (1995),Comedy|Drama|Romance
1683,207,"Walk in the Clouds, A (1995)",Drama|Romance
1685,216,Billy Madison (1995),Comedy
1686,217,"Babysitter, The (1995)",Drama|Thriller
1687,231,Dumb & Dumber (1994),Comedy
1688,234,Exit to Eden (1994),Comedy
1689,236,French Kiss (1995),Comedy|Romance
1690,237,Forget Paris (1995),Comedy|Romance
1692,252,I.Q. (1994),Comedy|Romance
1695,267,Major Payne (1994),Comedy
1696,276,Milk Money (1994),Comedy|Romance
1697,278,Miami Rhapsody (1995),Comedy
1698,303,"Quick and the Dead, The (1995)",Action|Adventure|Western
1699,315,"Specialist, The (1994)",Action
1706,350,"Client, The (1994)",Drama|Mystery|Thriller
1708,361,It Could Happen to You (1994),Drama|Romance
1713,378,Speechless (1994),Comedy|Romance
1715,381,When a Man Loves a Woman (1994),Drama
1717,413,Airheads (1994),Comedy
1718,416,Bad Girls (1994),Western
1719,424,Blue Chips (1994),Drama
1720,429,Cabin Boy (1994),Comedy
1721,432,City Slickers II: The Legend of Curly's Gold (1994),Comedy|Western
1723,440,Dave (1993),Comedy|Romance
1724,441,Dazed and Confused (1993),Comedy
1725,445,Fatal Instinct (1993),Comedy
1726,450,With Honors (1994),Comedy|Drama
1728,455,Free Willy (1993),Adventure|Children's|Drama
1729,463,Guilty as Sin (1993),Crime|Drama|Thriller
1731,467,Live Nude Girls (1995),Comedy
1732,471,"Hudsucker Proxy, The (1994)",Comedy|Romance
1733,472,I'll Do Anything (1994),Comedy|Drama
1735,487,Lightning Jack (1994),Comedy|Western
1736,491,"Man Without a Face, The (1993)",Drama
1737,499,Mr. Wonderful (1993),Comedy|Romance
1738,500,Mrs. Doubtfire (1993),Comedy
1739,511,"Program, The (1993)",Action|Drama
1740,517,Rising Sun (1993),Action|Drama|Mystery
1741,518,"Road to Wellville, The (1994)",Comedy
1745,540,Sliver (1993),Thriller
1747,550,Threesome (1994),Comedy|Romance
1757,605,One Fine Day (1996),Drama|Romance
1758,609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children's
1759,612,"Pallbearer, The (1996)",Comedy
1760,628,Primal Fear (1996),Drama|Thriller
1762,673,Space Jam (1996),Adventure|Animation|Children's|Comedy|Fantasy
1763,694,"Substitute, The (1996)",Action
1764,708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
1765,719,Multiplicity (1996),Comedy
1766,724,"Craft, The (1996)",Drama|Horror
1768,762,Striptease (1996),Comedy|Crime
